"fdc_id","data_type","description","food_category_id","publication_date"
"325654","sub_sample_food","ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED","7","2019-04-01"
"325655","sub_sample_food","ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED","7","2019-04-01"
"325656","sub_sample_food","ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED","7","2019-04-01"
"325657","sub_sample_food","ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED","7","2019-04-01"
"325658","foundation_food","Sausage, Italian, pork, mild, cooked, pan-fried","7","2019-04-01"
"325659","sample_food","White bread, store brand, mixed composite (IN1,NY1) - CY090EH","18","2019-04-01"
"325660","market_acquisition","White bread, store brand, KROGER BREAD, 20 oz package (IN) - NFY0909T2","18","2019-04-01"
"325661","market_acquisition","White bread, store brand, AMERICAS CHOICE LARGE WHITE, 20 oz package (NY) - NFY0909RJ","18","2019-04-01"
"325662","sub_sample_food","Selenium, White bread, store brand, mixed composite (IN1,NY1) - NFY0907G5","18","2019-04-01"
"325663","sub_sample_food","Sugars, White bread, store brand, mixed composite (IN1,NY1) - NFY0907G6","18","2019-04-01"
"325664","sub_sample_food","Vitamin B6, White bread, store brand, mixed composite (IN1,NY1) - NFY0907G7","18","2019-04-01"
"325665","sub_sample_food","Starch, White bread, store brand, mixed composite (IN1,NY1) - NFY0907G8","18","2019-04-01"
"325666","sub_sample_food","TDF, White bread, store brand, mixed composite (IN1,NY1) - NFY0907G9","18","2019-04-01"
"325667","sub_sample_food","Fatty Acids, White bread, store brand, mixed composite (IN1,NY1) - NFY0907GA","18","2019-04-01"
"325668","sub_sample_food","Pantothenic Acid, White bread, store brand, mixed composite (IN1,NY1) - NFY0907GB","18","2019-04-01"
"325669","sample_food","White bread, store brand, mixed composite (MI1,OK1) - CY090EM","18","2019-04-01"
"325670","market_acquisition","White bread, store brand, KROGER BREAD, 20 oz package (MI) - NFY0909ZE","18","2019-04-01"
"325671","market_acquisition","White bread, store brand, GREAT VALUE WHITE, 24 oz package (OK) - NFY0909ZG","18","2019-04-01"
"325672","sub_sample_food","Selenium, White bread, store brand, mixed composite (MI1,OK1) - NFY0907HT","18","2019-04-01"
"325673","sub_sample_food","Sugars, White bread, store brand, mixed composite (MI1,OK1) - NFY0907HU","18","2019-04-01"
"325674","sub_sample_food","Vitamin B6, White bread, store brand, mixed composite (MI1,OK1) - NFY0907HV","18","2019-04-01"
"325675","sub_sample_food","Starch, White bread, store brand, mixed composite (MI1,OK1) - NFY0907HW","18","2019-04-01"
"325676","sub_sample_food","TDF, White bread, store brand, mixed composite (MI1,OK1) - NFY0907HX","18","2019-04-01"
"325677","sub_sample_food","Fatty Acids, White bread, store brand, mixed composite (MI1,OK1) - NFY0907HY","18","2019-04-01"
"325678","sub_sample_food","Pantothenic Acid, White bread, store brand, mixed composite (MI1,OK1) - NFY0907HZ","18","2019-04-01"
"325679","sample_food","White bread, store brand, mixed composite (CA2,NC) - CY090EJ","18","2019-04-01"
"325680","market_acquisition","White bread, store brand, SUNNYSIDE FARMS BREAD, 20 oz package (CA2) - NFY0909ST","18","2019-04-01"
"325681","market_acquisition","White bread, store brand, LOWES FOOD STORE, 20 oz package (NC) - NFY090A1B","18","2019-04-01"
"325682","sub_sample_food","Selenium, White bread, store brand, mixed composite (CA2,NC) - NFY0907GT","18","2019-04-01"
"325683","sub_sample_food","Sugars, White bread, store brand, mixed composite (CA2,NC) - NFY0907GU","18","2019-04-01"
"325684","sub_sample_food","Vitamin B6, White bread, store brand, mixed composite (CA2,NC) - NFY0907GV","18","2019-04-01"
"325685","sub_sample_food","Starch, White bread, store brand, mixed composite (CA2,NC) - NFY0907GW","18","2019-04-01"
"325686","sub_sample_food","TDF, White bread, store brand, mixed composite (CA2,NC) - NFY0907GX","18","2019-04-01"
"325687","sub_sample_food","Fatty Acids, White bread, store brand, mixed composite (CA2,NC) - NFY0907GY","18","2019-04-01"
"325688","sub_sample_food","Pantothenic Acid, White bread, store brand, mixed composite (CA2,NC) - NFY0907GZ","18","2019-04-01"
"325689","sample_food","White bread, store brand, PUBLIX BREAD (FL1) - CY090EL","18","2019-04-01"
"325690","market_acquisition","White bread, store brand, PUBLIX BREAD, 20 oz package (FL) - NFY0909SV","18","2019-04-01"
"325691","sub_sample_food","Selenium, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907HH","18","2019-04-01"
"325692","sub_sample_food","Sugars, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907HI","18","2019-04-01"
"325693","sub_sample_food","Vitamin B6, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907HJ","18","2019-04-01"
"325694","sub_sample_food","Starch, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907HK","18","2019-04-01"
"325695","sub_sample_food","TDF, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907HL","18","2019-04-01"
"325696","sub_sample_food","Fatty Acids, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907HM","18","2019-04-01"
"325697","sub_sample_food","Pantothenic Acid, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907HN","18","2019-04-01"
"325698","sample_food","White bread, store brand, mixed composite (AL1,CA1) - CY090EI","18","2019-04-01"
"325699","market_acquisition","White bread, store brand, SAFEWAY PREMIUM WHITE, 22 oz package (CA1) - NFY0909RE","18","2019-04-01"
"325700","market_acquisition","White bread, store brand, FOOD WORLD SANDWICH BREAD, 20 oz package (AL) - NFY090A6H","18","2019-04-01"
"325701","sub_sample_food","Selenium, White bread, store brand, mixed composite (AL1,CA1) - NFY0907GH","18","2019-04-01"
"325702","sub_sample_food","Sugars, White bread, store brand, mixed composite (AL1,CA1) - NFY0907GI","18","2019-04-01"
"325703","sub_sample_food","Vitamin B6, White bread, store brand, mixed composite (AL1,CA1) - NFY0907GJ","18","2019-04-01"
"325704","sub_sample_food","Starch, White bread, store brand, mixed composite (AL1,CA1) - NFY0907GK","18","2019-04-01"
"325705","sub_sample_food","TDF, White bread, store brand, mixed composite (AL1,CA1) - NFY0907GL","18","2019-04-01"
"325706","sub_sample_food","Fatty Acids, White bread, store brand, mixed composite (AL1,CA1) - NFY0907GM","18","2019-04-01"
"325707","sub_sample_food","Pantothenic Acid, White bread, store brand, mixed composite (AL1,CA1) - NFY0907GN","18","2019-04-01"
"325708","sample_food","White bread, store brand, mixed composite (CO2,CT1) - CY090EK","18","2019-04-01"
"325709","market_acquisition","White bread, store brand, SHOP RITE ROUND TOP WHITE, 22 oz package (CT) - NFY0909RH","18","2019-04-01"
"325710","market_acquisition","White bread, store brand, SAFEWAY PREMIUM WHITE, 22 oz package (CO) - NFY0909ZI","18","2019-04-01"
"325711","sub_sample_food","Selenium, White bread, store brand, mixed composite (CO2,CT1) - NFY0907H5","18","2019-04-01"
"325712","sub_sample_food","Sugars, White bread, store brand, mixed composite (CO2,CT1) - NFY0907H6","18","2019-04-01"
"325713","sub_sample_food","Vitamin B6, White bread, store brand, mixed composite (CO2,CT1) - NFY0907H7","18","2019-04-01"
"325714","sub_sample_food","Starch, White bread, store brand, mixed composite (CO2,CT1) - NFY0907H8","18","2019-04-01"
"325715","sub_sample_food","TDF, White bread, store brand, mixed composite (CO2,CT1) - NFY0907H9","18","2019-04-01"
"325716","sub_sample_food","Fatty Acids, White bread, store brand, mixed composite (CO2,CT1) - NFY0907HA","18","2019-04-01"
"325717","sub_sample_food","Pantothenic Acid, White bread, store brand, mixed composite (CO2,CT1) - NFY0907HB","18","2019-04-01"
"325718","sample_food","White bread, store brand, FOOD WORLD SANDWICH BREAD (AL1) - CY090EP","18","2019-04-01"
"325719","market_acquisition","White bread, store brand, FOOD WORLD SANDWICH BREAD, 20 oz package (AL) - NFY090A6I","18","2019-04-01"
"325720","sub_sample_food","Minerals, White bread, store brand, FOOD WORLD SANDWICH BREAD (AL1) - NFY0907IR","18","2019-04-01"
"325721","sub_sample_food","Niacin, White bread, store brand, FOOD WORLD SANDWICH BREAD (AL1) - NFY0907IS","18","2019-04-01"
"325722","sub_sample_food","Proximates, White bread, store brand, FOOD WORLD SANDWICH BREAD (AL1) - NFY0907IT","18","2019-04-01"
"325723","sub_sample_food","Riboflavin, White bread, store brand, FOOD WORLD SANDWICH BREAD (AL1) - NFY0907IU","18","2019-04-01"
"325724","sub_sample_food","Thiamin, White bread, store brand, FOOD WORLD SANDWICH BREAD (AL1) - NFY0907IV","18","2019-04-01"
"325725","sample_food","White bread, store brand, AMERICAS CHOICE LARGE WHITE (NY1) - CY090EO","18","2019-04-01"
"325726","market_acquisition","White bread, store brand, AMERICAS CHOICE LARGE WHITE, 20 oz package (NY) - NFY0909RK","18","2019-04-01"
"325727","sub_sample_food","Minerals, White bread, store brand, AMERICAS CHOICE LARGE WHITE (NY1) - NFY0907IG","18","2019-04-01"
"325728","sub_sample_food","Niacin, White bread, store brand, AMERICAS CHOICE LARGE WHITE (NY1) - NFY0907IH","18","2019-04-01"
"325729","sub_sample_food","Proximates, White bread, store brand, AMERICAS CHOICE LARGE WHITE (NY1) - NFY0907II","18","2019-04-01"
"325730","sub_sample_food","Riboflavin, White bread, store brand, AMERICAS CHOICE LARGE WHITE (NY1) - NFY0907IJ","18","2019-04-01"
"325731","sub_sample_food","Thiamin, White bread, store brand, AMERICAS CHOICE LARGE WHITE (NY1) - NFY0907IK","18","2019-04-01"
"325732","sample_food","White bread, store brand, SUNNYSIDE FARMS BREAD (CA2) - CY090ER","18","2019-04-01"
"325733","market_acquisition","White bread, store brand, SUNNYSIDE FARMS BREAD, 20 oz package (CA2) - NFY0909SU","18","2019-04-01"
"325734","sub_sample_food","Minerals, White bread, store brand, SUNNYSIDE FARMS BREAD (CA2) - NFY0907JD","18","2019-04-01"
"325735","sub_sample_food","Niacin, White bread, store brand, SUNNYSIDE FARMS BREAD (CA2) - NFY0907JE","18","2019-04-01"
"325736","sub_sample_food","Proximates, White bread, store brand, SUNNYSIDE FARMS BREAD (CA2) - NFY0907JF","18","2019-04-01"
"325737","sub_sample_food","Riboflavin, White bread, store brand, SUNNYSIDE FARMS BREAD (CA2) - NFY0907JG","18","2019-04-01"
"325738","sub_sample_food","Thiamin, White bread, store brand, SUNNYSIDE FARMS BREAD (CA2) - NFY0907JH","18","2019-04-01"
"325739","sample_food","White bread, store brand, SAFEWAY PREMIUM WHITE (CA1) - CY090EQ","18","2019-04-01"
"325740","market_acquisition","White bread, store brand, SAFEWAY PREMIUM WHITE, 22 oz package (CA1) - NFY0909RF","18","2019-04-01"
"325741","sub_sample_food","Minerals, White bread, store brand, SAFEWAY PREMIUM WHITE (CA1) - NFY0907J2","18","2019-04-01"
"325742","sub_sample_food","Niacin, White bread, store brand, SAFEWAY PREMIUM WHITE (CA1) - NFY0907J3","18","2019-04-01"
"325743","sub_sample_food","Proximates, White bread, store brand, SAFEWAY PREMIUM WHITE (CA1) - NFY0907J4","18","2019-04-01"
"325744","sub_sample_food","Riboflavin, White bread, store brand, SAFEWAY PREMIUM WHITE (CA1) - NFY0907J5","18","2019-04-01"
"325745","sub_sample_food","Thiamin, White bread, store brand, SAFEWAY PREMIUM WHITE (CA1) - NFY0907J6","18","2019-04-01"
"325746","sample_food","White bread, store brand, KROGER BREAD (IN1) - CY090EN","18","2019-04-01"
"325747","market_acquisition","White bread, store brand, KROGER BREAD, 20 oz package (IN) - NFY0909T3","18","2019-04-01"
"325748","sub_sample_food","Minerals, White bread, store brand, KROGER BREAD (IN1) - NFY0907I5","18","2019-04-01"
"325749","sub_sample_food","Niacin, White bread, store brand, KROGER BREAD (IN1) - NFY0907I6","18","2019-04-01"
"325750","sub_sample_food","Proximates, White bread, store brand, KROGER BREAD (IN1) - NFY0907I7","18","2019-04-01"
"325751","sub_sample_food","Riboflavin, White bread, store brand, KROGER BREAD (IN1) - NFY0907I8","18","2019-04-01"
"325752","sub_sample_food","Thiamin, White bread, store brand, KROGER BREAD (IN1) - NFY0907I9","18","2019-04-01"
"325753","sample_food","White bread, store brand, LOWES FOOD STORE (NC1) - CY090ES","18","2019-04-01"
"325754","market_acquisition","White bread, store brand, LOWES FOOD STORE, 20 oz package (NC) - NFY090A1C","18","2019-04-01"
"325755","sub_sample_food","Minerals, White bread, store brand, LOWES FOOD STORE (NC1) - NFY0907JO","18","2019-04-01"
"325756","sub_sample_food","Niacin, White bread, store brand, LOWES FOOD STORE (NC1) - NFY0907JP","18","2019-04-01"
"325757","sub_sample_food","Proximates, White bread, store brand, LOWES FOOD STORE (NC1) - NFY0907JQ","18","2019-04-01"
"325758","sub_sample_food","Riboflavin, White bread, store brand, LOWES FOOD STORE (NC1) - NFY0907JR","18","2019-04-01"
"325759","sub_sample_food","Thiamin, White bread, store brand, LOWES FOOD STORE (NC1) - NFY0907JS","18","2019-04-01"
"325760","sample_food","White bread, store brand, SHOP RITE ROUND TOP WHITE (CT1) - CY090EU","18","2019-04-01"
"325761","market_acquisition","White bread, store brand, SHOP RITE ROUND TOP WHITE, 22 oz package (CT) - NFY0909RI","18","2019-04-01"
"325762","sub_sample_food","Minerals, White bread, store brand, SHOP RITE ROUND TOP WHITE (CT1) - NFY0907KA","18","2019-04-01"
"325763","sub_sample_food","Niacin, White bread, store brand, SHOP RITE ROUND TOP WHITE (CT1) - NFY0907KB","18","2019-04-01"
"325764","sub_sample_food","Proximates, White bread, store brand, SHOP RITE ROUND TOP WHITE (CT1) - NFY0907KC","18","2019-04-01"
"325765","sub_sample_food","Riboflavin, White bread, store brand, SHOP RITE ROUND TOP WHITE (CT1) - NFY0907KD","18","2019-04-01"
"325766","sub_sample_food","Thiamin, White bread, store brand, SHOP RITE ROUND TOP WHITE (CT1) - NFY0907KE","18","2019-04-01"
"325767","sample_food","White bread, store brand, KROGER BREAD (MI1) - CY090EX","18","2019-04-01"
"325768","market_acquisition","White bread, store brand, KROGER BREAD, 20 oz package (MI) - NFY0909ZF","18","2019-04-01"
"325769","sub_sample_food","Minerals, White bread, store brand, KROGER BREAD (MI1) - NFY0907L7","18","2019-04-01"
"325770","sub_sample_food","Niacin, White bread, store brand, KROGER BREAD (MI1) - NFY0907L8","18","2019-04-01"
"325771","sub_sample_food","Proximates, White bread, store brand, KROGER BREAD (MI1) - NFY0907L9","18","2019-04-01"
"325772","sub_sample_food","Riboflavin, White bread, store brand, KROGER BREAD (MI1) - NFY0907LA","18","2019-04-01"
"325773","sub_sample_food","Thiamin, White bread, store brand, KROGER BREAD (MI1) - NFY0907LB","18","2019-04-01"
"325774","sample_food","White bread, store brand, PUBLIX BREAD (FL1) - CY090EV","18","2019-04-01"
"325775","market_acquisition","White bread, store brand, PUBLIX BREAD, 20 oz package (FL) - NFY0909SW","18","2019-04-01"
"325776","sub_sample_food","Minerals, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907KL","18","2019-04-01"
"325777","sub_sample_food","Niacin, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907KM","18","2019-04-01"
"325778","sub_sample_food","Proximates, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907KN","18","2019-04-01"
"325779","sub_sample_food","Riboflavin, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907KO","18","2019-04-01"
"325780","sub_sample_food","Thiamin, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907KP","18","2019-04-01"
"325781","sample_food","White bread, store brand, GREAT VALUE WHITE (OK1) - CY090EY","18","2019-04-01"
"325782","market_acquisition","White bread, store brand, GREAT VALUE WHITE, 24 oz package (OK) - NFY0909ZH","18","2019-04-01"
"325783","sub_sample_food","Minerals, White bread, store brand, GREAT VALUE WHITE (OK1) - NFY0907LI","18","2019-04-01"
"325784","sub_sample_food","Niacin, White bread, store brand, GREAT VALUE WHITE (OK1) - NFY0907LJ","18","2019-04-01"
"325785","sub_sample_food","Proximates, White bread, store brand, GREAT VALUE WHITE (OK1) - NFY0907LK","18","2019-04-01"
"325786","sub_sample_food","Riboflavin, White bread, store brand, GREAT VALUE WHITE (OK1) - NFY0907LL","18","2019-04-01"
"325787","sub_sample_food","Thiamin, White bread, store brand, GREAT VALUE WHITE (OK1) - NFY0907LM","18","2019-04-01"
"325788","sample_food","White bread, store brand, SAFEWAY PREMIUM WHITE (CO1) - CY090ET","18","2019-04-01"
"325789","market_acquisition","White bread, store brand, SAFEWAY PREMIUM WHITE, 22 oz package (CO) - NFY0909ZJ","18","2019-04-01"
"325790","sub_sample_food","Riboflavin, White bread, store brand, SAFEWAY PREMIUM WHITE (CO1) - NFY0907K2","18","2019-04-01"
"325791","sub_sample_food","Thiamin, White bread, store brand, SAFEWAY PREMIUM WHITE (CO1) - NFY0907K3","18","2019-04-01"
"325792","sub_sample_food","Minerals, White bread, store brand, SAFEWAY PREMIUM WHITE (CO1) - NFY0907JZ","18","2019-04-01"
"325793","sub_sample_food","Niacin, White bread, store brand, SAFEWAY PREMIUM WHITE (CO1) - NFY0907K0","18","2019-04-01"
"325794","sub_sample_food","Proximates, White bread, store brand, SAFEWAY PREMIUM WHITE (CO1) - NFY0907K1","18","2019-04-01"
"325795","sample_food","White bread, PEPPERIDGE FARMS (FL1,MO1) - CY090F2","18","2019-04-01"
"325796","market_acquisition","White bread, PEPPERIDGE FARMS, 16 oz package (MO) - NFY090A5E","18","2019-04-01"
"325797","market_acquisition","White bread, PEPPERIDGE FARMS, 16 oz package (FL) - NFY090A6L","18","2019-04-01"
"325798","sub_sample_food","Minerals, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NH","18","2019-04-01"
"325799","sub_sample_food","Niacin, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NI","18","2019-04-01"
"325800","sub_sample_food","Selenium, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NJ","18","2019-04-01"
"325801","sub_sample_food","Sugars, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NK","18","2019-04-01"
"325802","sub_sample_food","Vitamin B6, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NL","18","2019-04-01"
"325803","sub_sample_food","Starch, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NM","18","2019-04-01"
"325804","sub_sample_food","TDF, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NN","18","2019-04-01"
"325805","sub_sample_food","Fatty Acids, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NO","18","2019-04-01"
"325806","sub_sample_food","Pantothenic Acid, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NP","18","2019-04-01"
"325807","sub_sample_food","Riboflavin, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NR","18","2019-04-01"
"325808","sub_sample_food","Thiamin, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NS","18","2019-04-01"
"325809","sub_sample_food","Proximates, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NU","18","2019-04-01"
"325810","sample_food","White bread, PEPPERIDGE FARMS (CO1,CT1) - CY090F1","18","2019-04-01"
"325811","market_acquisition","White bread, PEPPERIDGE FARMS, 16 oz package (CO) - NFY090A32","18","2019-04-01"
"325812","market_acquisition","White bread, PEPPERIDGE FARMS, 16 oz package (CT) - NFY090A33","18","2019-04-01"
"325813","sub_sample_food","Minerals, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907MX","18","2019-04-01"
"325814","sub_sample_food","Niacin, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907MY","18","2019-04-01"
"325815","sub_sample_food","Selenium, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907MZ","18","2019-04-01"
"325816","sub_sample_food","Sugars, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907N0","18","2019-04-01"
"325817","sub_sample_food","Vitamin B6, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907N1","18","2019-04-01"
"325818","sub_sample_food","Starch, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907N2","18","2019-04-01"
"325819","sub_sample_food","TDF, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907N3","18","2019-04-01"
"325820","sub_sample_food","Fatty Acids, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907N4","18","2019-04-01"
"325821","sub_sample_food","Pantothenic Acid, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907N5","18","2019-04-01"
"325822","sub_sample_food","Proximates, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907N6","18","2019-04-01"
"325823","sub_sample_food","Riboflavin, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907N7","18","2019-04-01"
"325824","sub_sample_food","Thiamin, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907N8","18","2019-04-01"
"325825","sample_food","White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - CY090F4","18","2019-04-01"
"325826","market_acquisition","White bread, PEPPERIDGE FARMS, 16 oz package (MI) - NFY090A6K","18","2019-04-01"
"325827","market_acquisition","White bread, PEPPERIDGE FARMS, 16 oz package (NY) - NFY090A31","18","2019-04-01"
"325828","market_acquisition","White bread, PEPPERIDGE FARMS, 16 oz package (NC) - NFY090A1D","18","2019-04-01"
"325829","sub_sample_food","Thiamin, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OW","18","2019-04-01"
"325830","sub_sample_food","Minerals, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OL","18","2019-04-01"
"325831","sub_sample_food","Niacin, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OM","18","2019-04-01"
"325832","sub_sample_food","Selenium, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907ON","18","2019-04-01"
"325833","sub_sample_food","Sugars, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OO","18","2019-04-01"
"325834","sub_sample_food","Vitamin B6, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OP","18","2019-04-01"
"325835","sub_sample_food","Starch, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OQ","18","2019-04-01"
"325836","sub_sample_food","TDF, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OR","18","2019-04-01"
"325837","sub_sample_food","Fatty Acids, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OS","18","2019-04-01"
"325838","sub_sample_food","Pantothenic Acid, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OT","18","2019-04-01"
"325839","sub_sample_food","Proximates, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OU","18","2019-04-01"
"325840","sub_sample_food","Riboflavin, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OV","18","2019-04-01"
"325841","sample_food","White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - CY090F5","18","2019-04-01"
"325842","market_acquisition","White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE, 20 oz package (IN) - NFY0909T1","18","2019-04-01"
"325843","market_acquisition","White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE, 20 oz package (MO) - NFY090A5D","18","2019-04-01"
"325844","sub_sample_food","Minerals, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907P5","18","2019-04-01"
"325845","sub_sample_food","Niacin, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907P6","18","2019-04-01"
"325846","sub_sample_food","Selenium, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907P7","18","2019-04-01"
"325847","sub_sample_food","Sugars, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907P8","18","2019-04-01"
"325848","sub_sample_food","Vitamin B6, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907P9","18","2019-04-01"
"325849","sub_sample_food","Starch, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907PA","18","2019-04-01"
"325850","sub_sample_food","TDF, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907PB","18","2019-04-01"
"325851","sub_sample_food","Fatty Acids, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907PC","18","2019-04-01"
"325852","sub_sample_food","Pantothenic Acid, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907PD","18","2019-04-01"
"325853","sub_sample_food","Proximates, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907PE","18","2019-04-01"
"325854","sub_sample_food","Riboflavin, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907PF","18","2019-04-01"
"325855","sub_sample_food","Thiamin, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907PG","18","2019-04-01"
"325856","sample_food","White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - CY090F6","18","2019-04-01"
"325857","market_acquisition","White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE, 20 oz package (CA1) - NFY0909RG","18","2019-04-01"
"325858","market_acquisition","White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE, 20 oz package (AL) - NFY0909T0","18","2019-04-01"
"325859","sub_sample_food","Minerals, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PP","18","2019-04-01"
"325860","sub_sample_food","Niacin, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PQ","18","2019-04-01"
"325861","sub_sample_food","Selenium, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PR","18","2019-04-01"
"325862","sub_sample_food","Sugars, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PS","18","2019-04-01"
"325863","sub_sample_food","Vitamin B6, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PT","18","2019-04-01"
"325864","sub_sample_food","Starch, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PU","18","2019-04-01"
"325865","sub_sample_food","TDF, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PV","18","2019-04-01"
"325866","sub_sample_food","Fatty Acids, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PW","18","2019-04-01"
"325867","sub_sample_food","Pantothenic Acid, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PX","18","2019-04-01"
"325868","sub_sample_food","Proximates, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PY","18","2019-04-01"
"325869","sub_sample_food","Riboflavin, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PZ","18","2019-04-01"
"325870","sub_sample_food","Thiamin, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907Q0","18","2019-04-01"
"325871","foundation_food","Bread, white, commercially prepared","18","2019-04-01"
"325872","sample_food","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","7","2019-04-01"
"325873","market_acquisition","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","7","2019-04-01"
"325874","market_acquisition","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","7","2019-04-01"
