"fdc_id_of_sample_food","fdc_id_of_acquisition_food"
"331312","331346"
"331312","331343"
"331312","331313"
"331312","331315"
"331312","331335"
"331312","331354"
"331312","331349"
"331312","331334"
"331312","331319"
"331312","331323"
"331312","331317"
"331312","331353"
"331312","331318"
"331312","331316"
"331312","331352"
"331312","330888"
"331312","331357"
"331312","331345"
"331312","330886"
"331312","331340"
"331312","331327"
"331312","331342"
"331312","331333"
"331312","331320"
"331312","330892"
"331312","331355"
"331312","331326"
"331312","330897"
"331312","330901"
"331312","331330"
"331312","331348"
"331312","331347"
"331312","331324"
"331312","331356"
"331364","330901"
"331364","330886"
"331378","330888"
"331378","330899"
"331378","330889"
"331378","330887"
"331378","330896"
"331378","330891"
"331392","330896"
"331392","330899"
"331392","330891"
"331392","330888"
"331392","330889"
"331392","330887"
"331405","330887"
"331405","330899"
"331405","330889"
"331405","330888"
"331405","330896"
"331405","330891"
"331418","330888"
"331418","330887"
"331418","330896"
"331432","330896"
"331432","330887"
"331432","330888"
"331446","330887"
"331446","330888"
"331446","330896"
"331460","330891"
"331460","330899"
"331460","330889"
"331474","330891"
"331474","330889"
"331474","330899"
"331488","330899"
"331488","330891"
"331488","330889"
"331502","330890"
"331502","330871"
"331502","330894"
"331502","330872"
"331515","330872"
"331515","330871"
"331515","330890"
"331515","330894"
"331527","330890"
"331527","330894"
"331527","330871"
"331527","330872"
"331540","330894"
"331540","330890"
"331553","330890"
"331553","330894"
"331567","330894"
"331567","330890"
"331581","330893"
"331581","330895"
"331581","330892"
"331581","330897"
"331595","330893"
"331595","330897"
"331595","330892"
"331595","330895"
"331608","330892"
"331608","330895"
"331608","330897"
"331608","330893"
"331620","330897"
"331620","330892"
"331634","330897"
"331634","330892"
"331648","330897"
"331648","330892"
"331660","330893"
"331660","330895"
"331673","330895"
"331673","330893"
"331685","330893"
"331685","330895"
"331699","330872"
"331699","330871"
"331713","330872"
"331713","330871"
"331727","331733"
"331727","331732"
"331727","331734"
"331727","331738"
"331727","331736"
"331727","331735"
"331727","331728"
"331727","331731"
"331727","331730"
"331727","331737"
"331727","331739"
"331727","331729"
"331751","331735"
"331751","331752"
"331751","331734"
"331751","331753"
"331764","331753"
"331764","331735"
"331764","331734"
"331764","331752"
"331776","331734"
"331776","331735"
"331776","331753"
"331776","331752"
"331787","331792"
"331787","331793"
"331787","331797"
"331787","331752"
"331787","331791"
"331787","331789"
"331787","331796"
"331787","331790"
"331787","331794"
"331787","331753"
"331787","331795"
"331787","331788"
"331809","331811"
"331809","331817"
"331809","331813"
"331809","331819"
"331809","331814"
"331809","331818"
"331809","331816"
"331809","331812"
"331809","331815"
"331809","331753"
"331809","331752"
"331809","331810"
"331831","331834"
"331831","331836"
"331831","331832"
"331831","331841"
"331831","331835"
"331831","331839"
"331831","331752"
"331831","331837"
"331831","331840"
"331831","331753"
"331831","331838"
"331831","331833"
"331853","331862"
"331853","331857"
"331853","331855"
"331853","331859"
"331853","331858"
"331853","331854"
"331853","331863"
"331853","331734"
"331853","331856"
"331853","331860"
"331853","331735"
"331853","331861"
"331875","331885"
"331875","331882"
"331875","331884"
"331875","331734"
"331875","331735"
"331875","331878"
"331875","331879"
"331875","331883"
"331875","331881"
"331875","331876"
"331875","331880"
"331875","331877"
"331898","331899"
"331898","331900"
"331904","331905"
"331904","331906"
"331904","331907"
"331911","331912"
"331911","331913"
"331917","331919"
"331917","331918"
"331931","331932"
"331931","331933"
"331945","331946"
"331945","331947"
"331961","331962"
"331961","331963"
"331969","331970"
"331969","331971"
"331977","331978"
"331977","331979"
"331985","331986"
"331985","331987"
"331993","331995"
"331993","331994"
"331998","332000"
"331998","331999"
"332003","332005"
"332003","332004"
"332008","332010"
"332008","332009"
"332013","332014"
"332017","332018"
"332017","332019"
"332022","332023"
"332022","332024"
"332027","332029"
"332027","332028"
"332035","332037"
"332035","332036"
"332040","332041"
"332040","332042"
"332048","332050"
"332048","332049"
"332053","332055"
"332053","332054"
"332058","332060"
"332058","332059"
"332063","332064"
"332063","332065"
"332068","332069"
"332068","332070"
"332076","332077"
"332076","332078"
"332084","332086"
"332084","332085"
"332092","332094"
"332092","332093"
"332100","332101"
"332100","332102"
"332108","332109"
"332108","332110"
"332113","332114"
"332113","332115"
"332118","332120"
"332118","332119"
"332123","332124"
"332123","332125"
"332128","332129"
"332132","332133"
"332136","332137"
"332136","332138"
"332141","332142"
"332141","332143"
"332149","332151"
"332149","332150"
"332154","332155"
"332154","332156"
"332159","332160"
"332159","332161"
"332164","332165"
"332164","332166"
"332169","332170"
"332169","332171"
"332174","332176"
"332174","332175"
"332182","332183"
"332182","332184"
"332190","332191"
"332190","332192"
"332198","332200"
"332198","332199"
"332206","332207"
"332206","332208"
"332214","332216"
"332214","332215"
"332222","332223"
"332222","332224"
"332227","332229"
"332227","332228"
"332232","332234"
"332232","332233"
"332237","332238"
"332237","332239"
"332242","332244"
"332242","332243"
"332247","332249"
"332247","332248"
"332252","332253"
"332252","332254"
"332257","332258"
"332257","332259"
"332262","332264"
"332262","332263"
"332267","332269"
"332267","332268"
"332272","332273"
"332272","332274"
"332277","332279"
"332277","332278"
"332283","332286"
"332283","332284"
"332283","332285"
"332290","332295"
"332290","332292"
"332290","332297"
"332290","332291"
"332290","332296"
"332290","332298"
"332290","332293"
"332290","332294"
"332302","332310"
"332302","332304"
"332302","332305"
"332302","332303"
"332302","332308"
"332302","332307"
"332302","332309"
"332302","332306"
"332314","332317"
"332314","332319"
"332314","332315"
"332314","332318"
"332314","332316"
"332314","332320"
"332324","332327"
"332324","332328"
"332324","332332"
"332324","332326"
"332324","332331"
"332324","332329"
"332324","332325"
"332324","332330"
"332336","332344"
"332336","332338"
"332336","332343"
"332336","332341"
"332336","332342"
"332336","332337"
"332336","332339"
"332336","332340"
"332348","332351"
"332348","332349"
"332348","332350"
"332355","332359"
"332355","332356"
"332355","332358"
"332355","332361"
"332355","332360"
"332355","332357"
"332365","332368"
"332365","332366"
"332365","332369"
"332365","332367"
"332373","332376"
"332373","332377"
"332373","332374"
"332373","332375"
"332373","332380"
"332373","332381"
"332373","332379"
"332373","332378"
"332385","332392"
"332385","332386"
"332385","332389"
"332385","332387"
"332385","332391"
"332385","332393"
"332385","332390"
"332385","332388"
"332398","332400"
"332398","332399"
"332404","332399"
"332404","332407"
"332404","332400"
"332404","332406"
"332404","332405"
"332420","332407"
"332420","332406"
"332420","332405"
"332424","332407"
"332424","332405"
"332424","332428"
"332424","332426"
"332424","332427"
"332424","332425"
"332424","332406"
"332430","332425"
"332430","332426"
"332430","332428"
"332430","332433"
"332430","332431"
"332430","332432"
"332446","332432"
"332446","332431"
"332446","332433"
"332450","332432"
"332450","332400"
"332450","332399"
"332450","332433"
"332450","332451"
"332450","332452"
"332450","332431"
"332454","332452"
"332454","332427"
"332454","332451"
"332467","332452"
"332467","332451"
"332471","332428"
"332471","332425"
"332471","332426"
"332475","332427"
"332479","332481"
"332479","332482"
"332479","332480"
"332486","332488"
"332486","332489"
"332486","332481"
"332486","332487"
"332486","332482"
"332486","332480"
"332503","332488"
"332503","332487"
"332503","332489"
"332507","332489"
"332507","332487"
"332507","332508"
"332507","332511"
"332507","332509"
"332507","332488"
"332507","332512"
"332507","332510"
"332514","332512"
"332514","332515"
"332514","332517"
"332514","332510"
"332514","332508"
"332514","332516"
"332530","332516"
"332530","332517"
"332530","332515"
"332534","332515"
"332534","332482"
"332534","332535"
"332534","332481"
"332534","332517"
"332534","332480"
"332534","332516"
"332537","332511"
"332537","332535"
"332537","332509"
"332551","332535"
"332555","332510"
"332555","332508"
"332555","332512"
"332559","332511"
"332559","332509"
"332563","332565"
"332563","332564"
"332563","332566"
"332563","332567"
"332581","332582"
"332581","332583"
"332598","332600"
"332598","332599"
"332604","332605"
"332604","332607"
"332604","332608"
"332604","332606"
"332613","332615"
"332613","332614"
"332613","332617"
"332613","332618"
"332613","332616"
"332623","332626"
"332623","332627"
"332623","332629"
"332623","332625"
"332623","332628"
"332623","332624"
"332633","332639"
"332633","332638"
"332633","332634"
"332633","332637"
"332633","332635"
"332633","332636"
"332643","332645"
"332643","332646"
"332643","332648"
"332643","332649"
"332643","332644"
"332643","332650"
"332643","332647"
"332662","332667"
"332662","332663"
"332662","332666"
"332662","332664"
"332662","332668"
"332662","332665"
"332681","332687"
"332681","332684"
"332681","332682"
"332681","332686"
"332681","332683"
"332681","332685"
"332705","332708"
"332705","332711"
"332705","332709"
"332705","332710"
"332705","332706"
"332705","332707"
"332716","332721"
"332716","332720"
"332716","332718"
"332716","332717"
"332716","332722"
"332716","332719"
"332736","332741"
"332736","332742"
"332736","332740"
"332736","332737"
"332736","332739"
"332736","332738"
"332754","332758"
"332754","332757"
"332754","332756"
"332754","332755"
"332771","332773"
"332771","332774"
"332771","332777"
"332771","332772"
"332771","332775"
"332771","332776"
"332792","332796"
"332792","332794"
"332792","332795"
"332792","332793"
"332800","332802"
"332800","332805"
"332800","332801"
"332800","332803"
"332800","332804"
"332809","332811"
"332809","332810"
"332809","332812"
"332827","332831"
"332827","332829"
"332827","332830"
"332827","332832"
"332827","332833"
"332827","332828"
"332846","332848"
"332846","332847"
"332846","332849"
"332846","332850"
"332865","332866"
"332865","332869"
"332865","332868"
"332865","332867"
"332872","332873"
"332872","332876"
"332872","332874"
"332872","332875"
"332880","332882"
"332880","332881"
"332880","332883"
"332880","332884"
"332880","332885"
"332888","332892"
"332888","332891"
"332888","332890"
"332888","332889"
"332895","332899"
"332895","332898"
"332895","332896"
"332895","332897"
"332913","332918"
"332913","332917"
"332913","332916"
"332913","332919"
"332913","332914"
"332913","332915"
"332933","332937"
"332933","332934"
"332933","332936"
"332933","332935"
"332951","332954"
"332951","332952"
"332951","332953"
"332951","332955"
"332968","332970"
"332968","332972"
"332968","332969"
"332968","332971"
"332984","332987"
"332984","332988"
"332984","332986"
"332984","332985"
"332991","332993"
"332991","332994"
"332991","332992"
"332991","332995"
"333009","333012"
"333009","333010"
"333009","333011"
"333016","333017"
"333016","333019"
"333016","333020"
"333016","333018"
"333023","333025"
"333023","333024"
"333023","333026"
"333023","333027"
"333030","333032"
"333030","333034"
"333030","333031"
"333030","333033"
"333038","333039"
"333038","333040"
"333038","333041"
"333038","333042"
"333046","333049"
"333046","333048"
"333046","333047"
"333046","333050"
"333053","333054"
"333053","333055"
"333053","333057"
"333053","333056"
"333060","333064"
"333060","333061"
"333060","333062"
"333060","333063"
"333068","333071"
"333068","333069"
"333068","333070"
"333075","333077"
"333075","333078"
"333075","333076"
"333075","333079"
"333082","333085"
"333082","333084"
"333082","333083"
"333082","333086"
"333090","333093"
"333090","333094"
"333090","333091"
"333090","333092"
"333097","333101"
"333097","333098"
"333097","333099"
"333097","333100"
"333105","333108"
"333105","333107"
"333105","333106"
"333111","333112"
"333111","333113"
"333111","333115"
"333111","333114"
"333118","333120"
"333118","333122"
"333118","333119"
"333118","333121"
"333126","333129"
"333126","333130"
"333126","333127"
"333126","333128"
"333133","333135"
"333133","333136"
"333133","333137"
"333133","333134"
"333141","333144"
"333141","333142"
"333141","333143"
"333141","333145"
"333149","333152"
"333149","333151"
"333149","333153"
"333149","333150"
"333157","333159"
"333157","333158"
"333157","333161"
"333157","333160"
"333165","333167"
"333165","333166"
"333165","333169"
"333165","333168"
"333173","333176"
"333173","333175"
"333173","333174"
"333173","333177"
"333181","333183"
"333181","333182"
"333181","333184"
"333188","333189"
"333188","333190"
"333188","333191"
"333195","333196"
"333195","333198"
"333195","333197"
"333195","333199"
"333203","333207"
"333203","333206"
"333203","333204"
"333203","333205"
"333211","333214"
"333211","333215"
"333211","333212"
"333211","333213"
"333219","333221"
"333219","333220"
"333219","333222"
"333226","333228"
"333226","333227"
"333226","333230"
"333226","333229"
"333234","333235"
"333234","333237"
"333234","333236"
"333241","333245"
"333241","333244"
"333241","333242"
"333241","333243"
"333249","333252"
"333249","333250"
"333249","333251"
"333249","333253"
"333257","333258"
"333257","333261"
"333257","333260"
"333257","333259"
"333265","333268"
"333265","333267"
"333265","333266"
"333265","333269"
"333273","333276"
"333273","333275"
"333273","333277"
"333273","333274"
"333282","333283"
"333288","333289"
"333288","333290"
"333295","333297"
"333295","333296"
"333302","333303"
"333308","333310"
"333308","333311"
"333308","333309"
"333316","333317"
"333322","333323"
"333322","333324"
"333329","333331"
"333329","333330"
"333336","333337"
"333336","333338"
"333348","333349"
"333348","333351"
"333348","333350"
"333361","333363"
"333361","333364"
"333361","333362"
"333375","333376"
"333381","333382"
"333387","333388"
"333393","333394"
"333399","333400"
"333399","333401"
"333406","333407"
"333412","333413"
"333418","333419"
"333424","333427"
"333424","333426"
"333424","333425"
"333436","333438"
"333436","333437"
"333448","333451"
"333448","333438"
"333448","333449"
"333448","333452"
"333448","333453"
"333448","333450"
"333448","333454"
"333448","333437"
"333463","333466"
"333463","333464"
"333463","333465"
"333477","333479"
"333477","333491"
"333477","333489"
"333477","333490"
"333477","333483"
"333477","333480"
"333477","333484"
"333477","333478"
"333477","333487"
"333477","333481"
"333477","333493"
"333477","333482"
"333477","333492"
"333477","333488"
"333477","333485"
"333477","333486"
"333496","333508"
"333496","333497"
"333496","333507"
"333496","333511"
"333496","333499"
"333496","333506"
"333496","333509"
"333496","333503"
"333496","333504"
"333496","333510"
"333496","333501"
"333496","333498"
"333496","333500"
"333496","333502"
"333496","333512"
"333496","333505"
"333515","333525"
"333515","333530"
"333515","333518"
"333515","333529"
"333515","333524"
"333515","333522"
"333515","333527"
"333515","333526"
"333515","333517"
"333515","333523"
"333515","333528"
"333515","333519"
"333515","333521"
"333515","333520"
"333515","333516"
"333533","333540"
"333533","333537"
"333533","333549"
"333533","333542"
"333533","333546"
"333533","333539"
"333533","333547"
"333533","333548"
"333533","333534"
"333533","333545"
"333533","333538"
"333533","333536"
"333533","333535"
"333533","333541"
"333533","333544"
"333533","333543"
"333553","333561"
"333553","333560"
"333553","333569"
"333553","333566"
"333553","333567"
"333553","333557"
"333553","333559"
"333553","333565"
"333553","333568"
"333553","333556"
"333553","333563"
"333553","333558"
"333553","333555"
"333553","333562"
"333553","333554"
"333553","333564"
"333582","333586"
"333582","333591"
"333582","333588"
"333582","333589"
"333582","333594"
"333582","333587"
"333582","333598"
"333582","333583"
"333582","333596"
"333582","333590"
"333582","333597"
"333582","333592"
"333582","333595"
"333582","333585"
"333582","333584"
"333582","333593"
"333602","333605"
"333602","333615"
"333602","333613"
"333602","333609"
"333602","333617"
"333602","333618"
"333602","333610"
"333602","333606"
"333602","333616"
"333602","333614"
"333602","333604"
"333602","333607"
"333602","333608"
"333602","333603"
"333602","333611"
"333602","333612"
"333621","333627"
"333621","333635"
"333621","333631"
"333621","333630"
"333621","333633"
"333621","333626"
"333621","333624"
"333621","333622"
"333621","333632"
"333621","333628"
"333621","333629"
"333621","333637"
"333621","333625"
"333621","333623"
"333621","333634"
"333621","333636"
"333640","333647"
"333640","333641"
"333640","333644"
"333640","333650"
"333640","333656"
"333640","333653"
"333640","333648"
"333640","333654"
"333640","333642"
"333640","333645"
"333640","333652"
"333640","333649"
"333640","333651"
"333640","333646"
"333640","333655"
"333640","333643"
"333659","333675"
"333659","333674"
"333659","333670"
"333659","333662"
"333659","333664"
"333659","333661"
"333659","333663"
"333659","333665"
"333659","333671"
"333659","333666"
"333659","333667"
"333659","333669"
"333659","333673"
"333659","333668"
"333659","333672"
"333659","333660"
"333679","333692"
"333679","333681"
"333679","333694"
"333679","333684"
"333679","333695"
"333679","333693"
"333679","333688"
"333679","333691"
"333679","333680"
"333679","333690"
"333679","333689"
"333679","333687"
"333679","333686"
"333679","333682"
"333679","333685"
"333679","333683"
"333699","333707"
"333699","333713"
"333699","333700"
"333699","333710"
"333699","333703"
"333699","333708"
"333699","333705"
"333699","333702"
"333699","333704"
"333699","333711"
"333699","333701"
"333699","333714"
"333699","333709"
"333699","333712"
"333699","333715"
"333699","333706"
"333718","333733"
"333718","333728"
"333718","333731"
"333718","333732"
"333718","333726"
"333718","333719"
"333718","333734"
"333718","333722"
"333718","333723"
"333718","333724"
"333718","333721"
"333718","333727"
"333718","333725"
"333718","333730"
"333718","333720"
"333718","333729"
"333747","333762"
"333747","333760"
"333747","333748"
"333747","333757"
"333747","333761"
"333747","333758"
"333747","333759"
"333747","333751"
"333747","333755"
"333747","333756"
"333747","333749"
"333747","333752"
"333747","333750"
"333747","333753"
"333747","333763"
"333747","333754"
"333766","333775"
"333766","333774"
"333766","333781"
"333766","333779"
"333766","333777"
"333766","333782"
"333766","333767"
"333766","333768"
"333766","333773"
"333766","333780"
"333766","333771"
"333766","333778"
"333766","333770"
"333766","333776"
"333766","333772"
"333766","333769"
"333785","333796"
"333785","333792"
"333785","333798"
"333785","333788"
"333785","333801"
"333785","333790"
"333785","333800"
"333785","333797"
"333785","333789"
"333785","333793"
"333785","333791"
"333785","333787"
"333785","333799"
"333785","333794"
"333785","333786"
"333785","333795"
"333805","333818"
"333805","333815"
"333805","333817"
"333805","333807"
"333805","333809"
"333805","333816"
"333805","333810"
"333805","333813"
"333805","333821"
"333805","333808"
"333805","333820"
"333805","333819"
"333805","333811"
"333805","333806"
"333805","333814"
"333805","333812"
"333824","333832"
"333824","333840"
"333824","333837"
"333824","333839"
"333824","333830"
"333824","333826"
"333824","333828"
"333824","333838"
"333824","333827"
"333824","333836"
"333824","333833"
"333824","333834"
"333824","333831"
"333824","333825"
"333824","333829"
"333824","333835"
"333844","333851"
"333844","333858"
"333844","333850"
"333844","333846"
"333844","333853"
"333844","333852"
"333844","333849"
"333844","333845"
"333844","333848"
"333844","333854"
"333844","333860"
"333844","333857"
"333844","333859"
"333844","333847"
"333844","333855"
"333844","333856"
"333863","333878"
"333863","333870"
"333863","333875"
"333863","333866"
"333863","333873"
"333863","333865"
"333863","333864"
"333863","333876"
"333863","333874"
"333863","333868"
"333863","333879"
"333863","333872"
"333863","333869"
"333863","333871"
"333863","333877"
"333863","333867"
"333892","333894"
"333892","333908"
"333892","333900"
"333892","333902"
"333892","333907"
"333892","333899"
"333892","333901"
"333892","333893"
"333892","333903"
"333892","333904"
"333892","333906"
"333892","333898"
"333892","333896"
"333892","333895"
"333892","333905"
"333892","333897"
"333911","333920"
"333911","333916"
"333911","333919"
"333911","333924"
"333911","333926"
"333911","333922"
"333911","333923"
"333911","333917"
"333911","333921"
"333911","333914"
"333911","333915"
"333911","333918"
"333911","333913"
"333911","333925"
"333911","333912"
"333911","333927"
"333931","333939"
"333931","333935"
"333931","333934"
"333931","333940"
"333931","333943"
"333931","333933"
"333931","333938"
"333931","333932"
"333931","333947"
"333931","333936"
"333931","333941"
"333931","333945"
"333931","333946"
"333931","333937"
"333931","333942"
"333931","333944"
"333951","333956"
"333951","333952"
"333951","333958"
"333951","333953"
"333951","333957"
"333951","333959"
"333951","333955"
"333951","333954"
"333963","333973"
"333963","333976"
"333963","333965"
"333963","333970"
"333963","333968"
"333963","333969"
"333963","333978"
"333963","333974"
"333963","333964"
"333963","333966"
"333963","333975"
"333963","333967"
"333963","333977"
"333963","333972"
"333963","333979"
"333963","333971"
"333992","333994"
"333992","334000"
"333992","333999"
"333992","333998"
"333992","333997"
"333992","333995"
"333992","333996"
"333992","333993"
"334004","334009"
"334004","334006"
"334004","334012"
"334004","334010"
"334004","334005"
"334004","334008"
"334004","334007"
"334004","334011"
"334017","334019"
"334017","334020"
"334017","334022"
"334017","334021"
"334017","334023"
"334017","334018"
"334017","334024"
"334017","334025"
"334029","334037"
"334029","334032"
"334029","334033"
"334029","334034"
"334029","334030"
"334029","334035"
"334029","334031"
"334029","334036"
"334041","334049"
"334041","334047"
"334041","334045"
"334041","334048"
"334041","334043"
"334041","334046"
"334041","334042"
"334041","334044"
"334054","334058"
"334054","334060"
"334054","334059"
"334054","334057"
"334054","334055"
"334054","334056"
"334054","334062"
"334054","334061"
"334066","334067"
"334066","334073"
"334066","334072"
"334066","334068"
"334066","334074"
"334066","334070"
"334066","334069"
"334066","334071"
"334079","334085"
"334079","334084"
"334079","334080"
"334079","334086"
"334079","334087"
"334079","334083"
"334079","334082"
"334079","334081"
"334091","334097"
"334091","334096"
"334091","334095"
"334091","334092"
"334091","334098"
"334091","334093"
"334091","334094"
"334091","334099"
"334103","334110"
"334103","334107"
"334103","334108"
"334103","334111"
"334103","334106"
"334103","334105"
"334103","334109"
"334103","334104"
"334115","334118"
"334115","334119"
"334115","334123"
"334115","334122"
"334115","334121"
"334115","334120"
"334115","334117"
"334115","334116"
"334127","334132"
"334127","334131"
"334127","334128"
"334127","334130"
"334127","334129"
"334127","334133"
"334137","334138"
"334137","334140"
"334137","334142"
"334137","334143"
"334137","334139"
"334137","334141"
"334147","334149"
"334147","334155"
"334147","334148"
"334147","334154"
"334147","334151"
"334147","334153"
"334147","334150"
"334147","334152"
"334159","334161"
"334159","334165"
"334159","334166"
"334159","334163"
"334159","334162"
"334159","334167"
"334159","334164"
"334159","334160"
"334172","334174"
"334172","334176"
"334172","334175"
"334172","334177"
"334172","334173"
"334172","334178"
"334182","334187"
"334182","334190"
"334182","334185"
"334182","334184"
"334182","334183"
"334182","334189"
"334182","334188"
"334182","334186"
"334195","334196"
"334200","334202"
"334200","334203"
"334200","334201"
"334207","334208"
"334207","334210"
"334207","334209"
"334214","334216"
"334214","334215"
"334214","334217"
"334221","334223"
"334221","334222"
"334227","334228"
"334227","334230"
"334227","334229"
"334235","334236"
"334240","334242"
"334240","334243"
"334240","334241"
"334248","334249"
"334248","334251"
"334248","334250"
"334267","334268"
"334267","334269"
"334285","334287"
"334285","334286"
"334285","334288"
"334304","334306"
"334304","334308"
"334304","334307"
"334304","334305"
"334323","334326"
"334323","334325"
"334323","334324"
"334323","334327"
"334342","334345"
"334342","334346"
"334342","334343"
"334342","334344"
"334362","334364"
"334362","334363"
"334362","334365"
"334369","334370"
"334369","334371"
"334369","334372"
"334376","334379"
"334376","334381"
"334376","334377"
"334376","334378"
"334376","334380"
"334385","334388"
"334385","334386"
"334385","334387"
"334392","334397"
"334392","334394"
"334392","334396"
"334392","334393"
"334392","334395"
"334401","334404"
"334401","334403"
"334401","334402"
"334409","334411"
"334409","334412"
"334409","334410"
"334416","334419"
"334416","334420"
"334416","334417"
"334416","334421"
"334416","334418"
"334425","334429"
"334425","334426"
"334425","334428"
"334425","334427"
"334425","334430"
"334434","334438"
"334434","334435"
"334434","334436"
"334434","334439"
"334434","334437"
"334443","334447"
"334443","334446"
"334443","334448"
"334443","334444"
"334443","334445"
"334452","334453"
"334452","334457"
"334452","334455"
"334452","334456"
"334452","334454"
"334463","334464"
"334467","334468"
"334471","334473"
"334471","334472"
"334476","334478"
"334476","334477"
"334481","334483"
"334481","334482"
"334486","334487"
"334490","334491"
"334490","334492"
"334495","334496"
"334495","334497"
"334500","334502"
"334500","334501"
"334509","334510"
"334513","334514"
"334517","334519"
"334517","334518"
"334522","334524"
"334522","334523"
"334527","334528"
"334531","334532"
"334531","334533"
"334537","334538"
"334546","334547"
"334555","334556"
"334555","334558"
"334555","334557"
"334566","334568"
"334566","334569"
"334566","334570"
"334566","334571"
"334566","334573"
"334566","334572"
"334566","334567"
"334581","334583"
"334581","334586"
"334581","334582"
"334581","334585"
"334581","334584"
"334606","334607"
"334606","334608"
"334629","334635"
"334629","334633"
"334629","334634"
"334629","334631"
"334629","334630"
"334629","334632"
"334642","334643"
"334642","334644"
"334642","334645"
"334652","334653"
"334652","334654"
"334661","334665"
"334661","334663"
"334661","334664"
"334661","334662"
"334681","334683"
"334681","334685"
"334681","334684"
"334681","334682"
"334702","334704"
"334702","334703"
"334721","334722"
"334721","334723"
"334725","334728"
"334725","334743"
"334725","334738"
"334725","334747"
"334725","334732"
"334725","334740"
"334725","334735"
"334725","334742"
"334725","334723"
"334725","334734"
"334725","334733"
"334725","334736"
"334725","334746"
"334725","334739"
"334725","334726"
"334725","334730"
"334725","334737"
"334725","334722"
"334725","334729"
"334725","334727"
"334725","334731"
"334725","334745"
"334725","334744"
"334725","334741"
"334750","334737"
"334750","334726"
"334752","334746"
"334752","334765"
"334752","334744"
"334752","334732"
"334752","334734"
"334752","334776"
"334752","334758"
"334752","334736"
"334752","334772"
"334752","334737"
"334752","334768"
"334752","334728"
"334752","334755"
"334752","334761"
"334752","334738"
"334752","334735"
"334752","334771"
"334752","334740"
"334752","334760"
"334752","334726"
"334752","334733"
"334752","334730"
"334752","334775"
"334752","334745"
"334752","334741"
"334752","334756"
"334752","334742"
"334752","334753"
"334752","334766"
"334752","334754"
"334752","334763"
"334752","334764"
"334752","334729"
"334752","334757"
"334752","334762"
"334752","334743"
"334752","334767"
"334752","334769"
"334752","334727"
"334752","334770"
"334752","334731"
"334752","334723"
"334752","334722"
"334752","334773"
"334752","334759"
"334752","334774"
"334752","334747"
"334752","334739"
"334779","334765"
"334779","334753"
"334781","334765"
"334781","334753"
"334781","334767"
"334781","334757"
"334781","334755"
"334781","334776"
"334781","334775"
"334781","334766"
"334781","334763"
"334781","334754"
"334781","334764"
"334781","334769"
"334787","334763"
"334787","334755"
"334787","334757"
"334787","334773"
"334787","334754"
"334787","334760"
"334787","334758"
"334787","334766"
"334787","334762"
"334787","334776"
"334787","334775"
"334787","334761"
"334787","334769"
"334787","334756"
"334787","334772"
"334787","334771"
"334787","334759"
"334787","334764"
"334787","334770"
"334787","334774"
"334787","334768"
"334787","334753"
"334787","334767"
"334787","334765"
"334790","334754"
"334790","334766"
"334792","334767"
"334792","334755"
"334794","334768"
"334794","334756"
"334796","334759"
"334796","334771"
"334796","334774"
"334796","334760"
"334796","334758"
"334796","334770"
"334796","334762"
"334796","334773"
"334796","334761"
"334796","334772"
"334796","334768"
"334796","334756"
"334802","334769"
"334802","334757"
"334804","334770"
"334804","334758"
"334806","334759"
"334806","334771"
"334808","334760"
"334808","334772"
"334810","334773"
"334810","334761"
"334812","334762"
"334812","334774"
"334814","334763"
"334814","334775"
"334816","334776"
"334816","334764"
"334818","334737"
"334818","334745"
"334818","334734"
"334818","334738"
"334818","334727"
"334818","334736"
"334818","334735"
"334818","334747"
"334818","334726"
"334818","334722"
"334818","334746"
"334818","334723"
"334824","334727"
"334824","334738"
"334826","334728"
"334826","334739"
"334828","334739"
"334828","334740"
"334828","334744"
"334828","334733"
"334828","334743"
"334828","334741"
"334828","334730"
"334828","334728"
"334828","334732"
"334828","334729"
"334828","334731"
"334828","334742"
"334833","334729"
"334833","334740"
"334835","334741"
"334835","334730"
"334837","334742"
"334837","334731"
"334839","334732"
"334839","334743"
"334841","334733"
"334841","334744"
"334843","334734"
"334843","334745"
"334845","334735"
"334845","334746"
"334847","334736"
"334847","334747"
"334850","334852"
"334850","334853"
"334850","334851"
"334850","334854"
"334850","334856"
"334850","334855"
"334860","334851"
"334862","334853"
"334862","334864"
"334862","334867"
"334862","334865"
"334862","334855"
"334862","334868"
"334862","334866"
"334862","334856"
"334862","334863"
"334862","334854"
"334862","334851"
"334862","334852"
"334871","334863"
"334873","334864"
"334873","334868"
"334873","334863"
"334873","334867"
"334873","334866"
"334873","334865"
"334877","334864"
"334879","334865"
"334881","334866"
"334883","334867"
"334885","334868"
"334887","334852"
"334889","334853"
"334891","334854"
"334893","334855"
"334895","334856"
"334899","334901"
"334899","334900"
"334903","334911"
"334903","334906"
"334903","334909"
"334903","334900"
"334903","334904"
"334903","334907"
"334903","334905"
"334903","334912"
"334903","334914"
"334903","334908"
"334903","334913"
"334903","334910"
"334917","334918"
"334917","334904"
"334920","334907"
"334920","334914"
"334920","334913"
"334920","334909"
"334920","334904"
"334920","334910"
"334920","334912"
"334920","334908"
"334920","334906"
"334920","334900"
"334920","334905"
"334920","334911"
"334923","334914"
"334923","334907"
"334923","334905"
"334923","334904"
"334923","334906"
"334923","334900"
"334928","334929"
"334928","334905"
"334931","334906"
"334931","334932"
