"id","fdc_id","name","pct_weight","is_refuse","gram_weight","data_points","min_year_acqured"
"58055","","Edible portion","","N","92.0","1",""
"58056","","Handling loss","","N","0.7","1",""
"58057","","Skin and separable fat","","Y","40.1","1",""
"58058","","Bone and cartilage","","Y","26.3","1",""
"58059","","Total gram weight","","N","159.0","1",""
"58060","","Separable Lean","","N","92.0","1",""
"58061","","Edible portion","","N","134.0","1",""
"58062","","Handling loss","","N","6.5","1",""
"58063","","Skin and separable fat","","Y","48.4","1",""
"58064","","Bone and cartilage","","Y","21.2","1",""
"58065","","Total gram weight","","N","210.0","1",""
"58066","","Separable Lean","","N","134.0","1",""
"58067","","Edible portion","","N","87.8","1",""
"58068","","Handling loss","","N","3.9","1",""
"58069","","Skin and separable fat","","Y","36.3","1",""
"58070","","Bone and cartilage","","Y","17.9","1",""
"58071","","Total gram weight","","N","146.0","1",""
"58072","","Separable Lean","","N","87.8","1",""
"58073","","Edible portion","","N","87.9","1",""
"58074","","Handling loss","","N","5.2","1",""
"58075","","Skin and separable fat","","Y","41.4","1",""
"58076","","Bone and cartilage","","Y","28.0","1",""
"58077","","Total gram weight","","N","162.0","1",""
"58078","","Separable Lean","","N","87.9","1",""
"58079","","Handling loss","","N","7.1","1",""
"58080","","Skin and separable fat","","Y","48.3","1",""
"58081","","Bone and cartilage","","Y","32.6","1",""
"58082","","Edible portion","","N","133.0","1",""
"58083","","Total gram weight","","N","221.0","1",""
"58084","","Separable Lean","","N","133.0","1",""
"58085","","Edible portion","","N","80.5","1",""
"58086","","Handling loss","","N","0.9","1",""
"58087","","Skin and separable fat","","Y","36.4","1",""
"58088","","Bone and cartilage","","Y","25.3","1",""
"58089","","Total gram weight","","N","143.0","1",""
"58090","","Separable Lean","","N","80.5","1",""
"58091","","Handling loss","","N","5.5","1",""
"58092","","Skin and separable fat","","Y","39.3","1",""
"58093","","Bone and cartilage","","Y","23.0","1",""
"58094","","Edible portion","","N","84.2","1",""
"58095","","Total gram weight","","N","152.0","1",""
"58096","","Separable Lean","","N","84.2","1",""
"58097","","Handling loss","","N","6.1","1",""
"58098","","Skin and separable fat","","Y","46.3","1",""
"58099","","Bone and cartilage","","Y","24.9","1",""
"58100","","Edible portion","","N","83.7","1",""
"58101","","Total gram weight","","N","161.0","1",""
"58102","","Separable Lean","","N","83.7","1",""
"58103","","Handling loss","","N","5.9","1",""
"58104","","Skin and separable fat","","Y","41.8","1",""
"58105","","Bone and cartilage","","Y","23.2","1",""
"58106","","Edible portion","","N","89.4","1",""
"58107","","Total gram weight","","N","160.0","1",""
"58108","","Separable Lean","","N","89.4","1",""
"58109","","Edible portion","","N","85.1","1",""
"58110","","Handling loss","","N","4.9","1",""
"58111","","Skin and separable fat","","Y","31.8","1",""
"58112","","Bone and cartilage","","Y","21.6","1",""
"58113","","Total gram weight","","N","143.0","1",""
"58114","","Separable Lean","","N","85.1","1",""
"58115","","Edible portion","","N","108.0","1",""
"58116","","Handling loss","","N","1.4","1",""
"58117","","Skin and separable fat","","Y","49.2","1",""
"58118","","Bone and cartilage","","Y","35.8","1",""
"58119","","Total gram weight","","N","195.0","1",""
"58120","","Separable Lean","","N","108.0","1",""
"58121","","Edible portion","","N","111.0","1",""
"58122","","Handling loss","","N","9.9","1",""
"58123","","Skin and separable fat","","Y","47.3","1",""
"58124","","Bone and cartilage","","Y","22.1","1",""
"58125","","Total gram weight","","N","190.0","1",""
"58126","","Separable Lean","","N","111.0","1",""
"58127","","Edible portion","","N","78.1","1",""
"58128","","Handling loss","","N","10.9","1",""
"58129","","Skin and separable fat","","Y","48.0","1",""
"58130","","Bone and cartilage","","Y","24.1","1",""
"58131","","Total gram weight","","N","161.0","1",""
"58132","","Separable Lean","","N","78.1","1",""
"58133","","Edible portion","","N","83.1","1",""
"58134","","Handling loss","","N","6.1","1",""
"58135","","Skin and separable fat","","Y","68.1","1",""
"58136","","Bone and cartilage","","Y","19.2","1",""
"58137","","Total gram weight","","N","176.0","1",""
"58138","","Separable Lean","","N","83.1","1",""
"58139","","Edible portion","","N","114.0","1",""
"58140","","Handling loss","","N","2.4","1",""
"58141","","Skin and separable fat","","Y","42.1","1",""
"58142","","Bone and cartilage","","Y","25.8","1",""
"58143","","Total gram weight","","N","184.0","1",""
"58144","","Separable Lean","","N","114.0","1",""
"58145","","Handling loss","","N","7.2","1",""
"58146","","Skin and separable fat","","Y","64.7","1",""
"58147","","Bone and cartilage","","Y","41.8","1",""
"58148","","Edible portion","","N","142.0","1",""
"58149","","Total gram weight","","N","255.0","1",""
"58150","","Separable Lean","","N","142.0","1",""
"58151","","Handling loss","","N","3.3","1",""
"58152","","Skin and separable fat","","Y","36.9","1",""
"58153","","Bone and cartilage","","Y","28.7","1",""
"58154","","Edible portion","","N","114.0","1",""
"58155","","Total gram weight","","N","182.0","1",""
"58156","","Separable Lean","","N","114.0","1",""
"58157","","Edible portion","","N","83.1","1",""
"58158","","Handling loss","","N","1.7","1",""
"58159","","Skin and separable fat","","Y","39.1","1",""
"58160","","Bone and cartilage","","Y","33.3","1",""
"58161","","Total gram weight","","N","157.0","1",""
"58162","","Separable Lean","","N","83.1","1",""
"58163","","Handling loss","","N","7.3","1",""
"58164","","Skin and separable fat","","Y","62.8","1",""
"58165","","Bone and cartilage","","Y","22.3","1",""
"58166","","Edible portion","","N","95.0","1",""
"58167","","Total gram weight","","N","187.0","1",""
"58168","","Separable Lean","","N","95.0","1",""
"58169","","Handling loss","","N","6.3","1",""
"58170","","Skin and separable fat","","Y","47.4","1",""
"58171","","Bone and cartilage","","Y","38.3","1",""
"58172","","Edible portion","","N","117.0","1",""
"58173","","Total gram weight","","N","209.0","1",""
"58174","","Separable Lean","","N","117.0","1",""
"58175","","Handling loss","","N","3.5","1",""
"58176","","Skin and separable fat","","Y","66.5","1",""
"58177","","Bone and cartilage","","Y","30.6","1",""
"58178","","Edible portion","","N","87.6","1",""
"58179","","Total gram weight","","N","188.0","1",""
"58180","","Separable Lean","","N","87.6","1",""
"58181","","Edible portion","","N","106.0","1",""
"58182","","Handling loss","","N","6.4","1",""
"58183","","Skin and separable fat","","Y","85.5","1",""
"58184","","Bone and cartilage","","Y","30.0","1",""
"58185","","Total gram weight","","N","227.0","1",""
"58186","","Separable Lean","","N","106.0","1",""
"58187","","Edible portion","","N","90.9","1",""
"58188","","Handling loss","","N","12.1","1",""
"58189","","Skin and separable fat","","Y","38.8","1",""
"58190","","Bone and cartilage","","Y","23.9","1",""
"58191","","Total gram weight","","N","166.0","1",""
"58192","","Separable Lean","","N","90.9","1",""
"58193","","Edible portion","","N","130.0","1",""
"58194","","Handling loss","","N","3.6","1",""
"58195","","Skin and separable fat","","Y","67.0","1",""
"58196","","Bone and cartilage","","Y","37.8","1",""
"58197","","Total gram weight","","N","239.0","1",""
"58198","","Separable Lean","","N","130.0","1",""
"58199","","Edible portion","","N","117.0","1",""
"58200","","Handling loss","","N","8.0","1",""
"58201","","Skin and separable fat","","Y","39.7","1",""
"58202","","Bone and cartilage","","Y","42.6","1",""
"58203","","Total gram weight","","N","207.0","1",""
"58204","","Separable Lean","","N","117.0","1",""
"58205","","Skin and separable fat","","Y","36.7","1",""
"58206","","Total gram weight","","N","171.0","1",""
"58207","","Edible portion","","N","108.0","1",""
"58208","","Bone and cartilage","","Y","25.2","1",""
"58209","","Handling loss","","N","0.8","1",""
"58210","","Separable Lean","","N","108.0","1",""
"58211","","Skin and separable fat","","Y","14.3","1",""
"58212","","Total gram weight","","N","114.0","1",""
"58213","","Edible portion","","N","73.5","1",""
"58214","","Bone and cartilage","","Y","23.2","1",""
"58215","","Handling loss","","N","2.9","1",""
"58216","","Separable Lean","","N","73.5","1",""
"58217","","Skin and separable fat","","Y","26.6","1",""
"58218","","Total gram weight","","N","186.0","1",""
"58219","","Edible portion","","N","117.0","1",""
"58220","","Bone and cartilage","","Y","37.2","1",""
"58221","","Handling loss","","N","5.8","1",""
"58222","","Separable Lean","","N","117.0","1",""
"58223","","Skin and separable fat","","Y","12.9","1",""
"58224","","Total gram weight","","N","108.0","1",""
"58225","","Edible portion","","N","77.7","1",""
"58226","","Bone and cartilage","","Y","16.3","1",""
"58227","","Handling loss","","N","1.2","1",""
"58228","","Separable Lean","","N","77.7","1",""
"58229","","Skin and separable fat","","Y","14.1","1",""
"58230","","Total gram weight","","N","114.0","1",""
"58231","","Edible portion","","N","75.7","1",""
"58232","","Bone and cartilage","","Y","13.7","1",""
"58233","","Handling loss","","N","10.5","1",""
"58234","","Separable Lean","","N","75.7","1",""
"58235","","Skin and separable fat","","Y","21.6","1",""
"58236","","Total gram weight","","N","138.0","1",""
"58237","","Edible portion","","N","91.2","1",""
"58238","","Bone and cartilage","","Y","23.9","1",""
"58239","","Handling loss","","N","1.1","1",""
"58240","","Separable Lean","","N","91.2","1",""
"58241","","Skin and separable fat","","Y","23.0","1",""
"58242","","Total gram weight","","N","162.0","1",""
"58243","","Edible portion","","N","94.0","1",""
"58244","","Bone and cartilage","","Y","41.8","1",""
"58245","","Handling loss","","N","2.7","1",""
"58246","","Separable Lean","","N","94.0","1",""
"58247","","Skin and separable fat","","Y","17.5","1",""
"58248","","Total gram weight","","N","105.0","1",""
"58249","","Edible portion","","N","73.3","1",""
"58250","","Bone and cartilage","","Y","12.5","1",""
"58251","","Handling loss","","N","1.7","1",""
"58252","","Separable Lean","","N","73.3","1",""
"58253","","Skin and separable fat","","Y","24.2","1",""
"58254","","Total gram weight","","N","128.0","1",""
"58255","","Edible portion","","N","85.4","1",""
"58256","","Bone and cartilage","","Y","17.2","1",""
"58257","","Handling loss","","N","1.1","1",""
"58258","","Separable Lean","","N","85.4","1",""
"58259","","Skin and separable fat","","Y","15.0","1",""
"58260","","Total gram weight","","N","93.3","1",""
"58261","","Edible portion","","N","64.0","1",""
"58262","","Bone and cartilage","","Y","13.2","1",""
"58263","","Handling loss","","N","1.1","1",""
"58264","","Separable Lean","","N","64.0","1",""
"58265","","Skin and separable fat","","Y","14.5","1",""
"58266","","Total gram weight","","N","126.0","1",""
"58267","","Edible portion","","N","84.9","1",""
"58268","","Bone and cartilage","","Y","21.7","1",""
"58269","","Handling loss","","N","4.9","1",""
"58270","","Separable Lean","","N","84.9","1",""
"58271","","Skin and separable fat","","Y","30.2","1",""
"58272","","Total gram weight","","N","136.0","1",""
"58273","","Edible portion","","N","85.5","1",""
"58274","","Bone and cartilage","","Y","18.0","1",""
"58275","","Handling loss","","N","2.6","1",""
"58276","","Separable Lean","","N","85.5","1",""
"58277","","Skin and separable fat","","Y","15.0","1",""
"58278","","Total gram weight","","N","122.0","1",""
"58279","","Edible portion","","N","81.4","1",""
"58280","","Bone and cartilage","","Y","23.4","1",""
"58281","","Handling loss","","N","2.5","1",""
"58282","","Separable Lean","","N","81.4","1",""
"58283","","Skin and separable fat","","Y","16.6","1",""
"58284","","Total gram weight","","N","136.0","1",""
"58285","","Edible portion","","N","91.7","1",""
"58286","","Bone and cartilage","","Y","25.2","1",""
"58287","","Handling loss","","N","2.0","1",""
"58288","","Separable Lean","","N","91.7","1",""
"58289","","Skin and separable fat","","Y","17.4","1",""
"58290","","Total gram weight","","N","105.0","1",""
"58291","","Edible portion","","N","67.2","1",""
"58292","","Bone and cartilage","","Y","18.7","1",""
"58293","","Handling loss","","N","1.9","1",""
"58294","","Separable Lean","","N","67.2","1",""
"58295","","Skin and separable fat","","Y","12.2","1",""
"58296","","Total gram weight","","N","106.0","1",""
"58297","","Edible portion","","N","68.4","1",""
"58298","","Bone and cartilage","","Y","23.1","1",""
"58299","","Handling loss","","N","2.6","1",""
"58300","","Separable Lean","","N","68.4","1",""
"58301","","Skin and separable fat","","Y","20.8","1",""
"58302","","Total gram weight","","N","180.0","1",""
"58303","","Edible portion","","N","130.0","1",""
"58304","","Bone and cartilage","","Y","26.6","1",""
"58305","","Handling loss","","N","2.2","1",""
"58306","","Separable Lean","","N","130.0","1",""
"58307","","Skin and separable fat","","Y","21.4","1",""
"58308","","Total gram weight","","N","150.0","1",""
"58309","","Edible portion","","N","104.0","1",""
"58310","","Bone and cartilage","","Y","23.0","1",""
"58311","","Handling loss","","N","1.1","1",""
"58312","","Separable Lean","","N","104.0","1",""
"58313","","Skin and separable fat","","Y","14.7","1",""
"58314","","Total gram weight","","N","79.4","1",""
"58315","","Edible portion","","N","54.1","1",""
"58316","","Bone and cartilage","","Y","9.7","1",""
"58317","","Handling loss","","N","0.9","1",""
"58318","","Separable Lean","","N","54.1","1",""
"58319","","Skin and separable fat","","Y","24.7","1",""
"58320","","Total gram weight","","N","119.0","1",""
"58321","","Edible portion","","N","71.4","1",""
"58322","","Bone and cartilage","","Y","20.8","1",""
"58323","","Handling loss","","N","2.5","1",""
"58324","","Separable Lean","","N","71.4","1",""
"58325","","Skin and separable fat","","Y","12.2","1",""
"58326","","Total gram weight","","N","102.0","1",""
"58327","","Edible portion","","N","64.4","1",""
"58328","","Bone and cartilage","","Y","24.1","1",""
"58329","","Handling loss","","N","1.6","1",""
"58330","","Separable Lean","","N","64.4","1",""
"58331","","Skin and separable fat","","Y","13.8","1",""
"58332","","Total gram weight","","N","98.7","1",""
"58333","","Edible portion","","N","68.5","1",""
"58334","","Bone and cartilage","","Y","14.3","1",""
"58335","","Handling loss","","N","2.1","1",""
"58336","","Separable Lean","","N","68.5","1",""
"58337","","Skin and separable fat","","Y","27.5","1",""
"58338","","Total gram weight","","N","136.0","1",""
"58339","","Edible portion","","N","86.5","1",""
"58340","","Bone and cartilage","","Y","19.9","1",""
"58341","","Handling loss","","N","2.4","1",""
"58342","","Separable Lean","","N","86.5","1",""
"58343","","Skin and separable fat","","Y","20.8","1",""
"58344","","Total gram weight","","N","147.0","1",""
"58345","","Edible portion","","N","106.0","1",""
"58346","","Bone and cartilage","","Y","18.9","1",""
"58347","","Handling loss","","N","2.0","1",""
"58348","","Separable Lean","","N","106.0","1",""
"58349","","Skin and separable fat","","Y","23.8","1",""
"58350","","Total gram weight","","N","133.0","1",""
"58351","","Edible portion","","N","84.6","1",""
"58352","","Bone and cartilage","","Y","22.9","1",""
"58353","","Handling loss","","N","1.5","1",""
"58354","","Separable Lean","","N","84.6","1",""
"58355","","Skin and separable fat","","Y","32.9","1",""
"58356","","Total gram weight","","N","188.0","1",""
"58357","","Edible portion","","N","125.0","1",""
"58358","","Bone and cartilage","","Y","27.0","1",""
"58359","","Handling loss","","N","2.8","1",""
"58360","","Separable Lean","","N","125.0","1",""
"58361","","Skin and separable fat","","Y","16.2","1",""
"58362","","Total gram weight","","N","163.0","1",""
"58363","","Edible portion","","N","119.0","1",""
"58364","","Bone and cartilage","","Y","24.3","1",""
"58365","","Handling loss","","N","2.8","1",""
"58366","","Separable Lean","","N","119.0","1",""
"58367","","Skin and separable fat","","Y","16.6","1",""
"58368","","Total gram weight","","N","116.0","1",""
"58369","","Edible portion","","N","81.2","1",""
"58370","","Bone and cartilage","","Y","16.2","1",""
"58371","","Handling loss","","N","1.7","1",""
"58372","","Separable Lean","","N","81.2","1",""
"58373","","Skin and separable fat","","Y","12.7","1",""
"58374","","Total gram weight","","N","116.0","1",""
"58375","","Edible portion","","N","63.8","1",""
"58376","","Bone and cartilage","","Y","36.4","1",""
"58377","","Handling loss","","N","3.2","1",""
"58378","","Separable Lean","","N","63.8","1",""
"58379","","Skin and separable fat","","Y","12.5","1",""
"58380","","Total gram weight","","N","125.0","1",""
"58381","","Edible portion","","N","89.5","1",""
"58382","","Bone and cartilage","","Y","21.4","1",""
"58383","","Handling loss","","N","1.2","1",""
"58384","","Separable Lean","","N","89.5","1",""
"58385","","Skin and separable fat","","Y","30.7","1",""
"58386","","Total gram weight","","N","150.0","1",""
"58387","","Edible portion","","N","99.8","1",""
"58388","","Bone and cartilage","","Y","18.4","1",""
"58389","","Handling loss","","N","1.3","1",""
"58390","","Separable Lean","","N","99.8","1",""
"58391","","Skin and separable fat","","Y","17.6","1",""
"58392","","Total gram weight","","N","142.0","1",""
"58393","","Edible portion","","N","95.5","1",""
"58394","","Bone and cartilage","","Y","26.7","1",""
"58395","","Handling loss","","N","2.3","1",""
"58396","","Separable Lean","","N","95.5","1",""
"58397","","Skin and separable fat","","Y","20.4","1",""
"58398","","Total gram weight","","N","131.0","1",""
"58399","","Edible portion","","N","76.4","1",""
"58400","","Bone and cartilage","","Y","29.8","1",""
"58401","","Handling loss","","N","4.0","1",""
"58402","","Separable Lean","","N","76.4","1",""
"58403","","Skin and separable fat","","Y","15.1","1",""
"58404","","Total gram weight","","N","122.0","1",""
"58405","","Edible portion","","N","80.4","1",""
"58406","","Bone and cartilage","","Y","23.5","1",""
"58407","","Handling loss","","N","3.2","1",""
"58408","","Separable Lean","","N","80.4","1",""
"58409","","Skin and separable fat","","Y","17.4","1",""
"58410","","Total gram weight","","N","140.0","1",""
"58411","","Edible portion","","N","97.8","1",""
"58412","","Bone and cartilage","","Y","22.0","1",""
"58413","","Handling loss","","N","2.8","1",""
"58414","","Separable Lean","","N","97.8","1",""
"58415","","Skin and separable fat","","Y","19.2","1",""
"58416","","Total gram weight","","N","119.0","1",""
"58417","","Edible portion","","N","72.0","1",""
"58418","","Bone and cartilage","","Y","25.2","1",""
"58419","","Handling loss","","N","2.7","1",""
"58420","","Separable Lean","","N","72.0","1",""
"58421","","Skin and separable fat","","Y","17.3","1",""
"58422","","Total gram weight","","N","156.0","1",""
"58423","","Edible portion","","N","111.0","1",""
"58424","","Bone and cartilage","","Y","26.0","1",""
"58425","","Handling loss","","N","1.4","1",""
"58426","","Separable Lean","","N","111.0","1",""
"58427","","Skin and separable fat","","Y","37.1","1",""
"58428","","Total gram weight","","N","190.0","1",""
"58429","","Edible portion","","N","126.0","1",""
"58430","","Bone and cartilage","","Y","25.7","1",""
"58431","","Handling loss","","N","1.9","1",""
"58432","","Separable Lean","","N","126.0","1",""
"58433","","Skin and separable fat","","Y","21.3","1",""
"58434","","Total gram weight","","N","156.0","1",""
"58435","","Edible portion","","N","107.0","1",""
"58436","","Bone and cartilage","","Y","25.8","1",""
"58437","","Handling loss","","N","2.2","1",""
"58438","","Separable Lean","","N","107.0","1",""
"58439","","Skin and separable fat","","Y","12.4","1",""
"58440","","Total gram weight","","N","113.0","1",""
"58441","","Edible portion","","N","80.2","1",""
"58442","","Bone and cartilage","","Y","19.6","1",""
"58443","","Handling loss","","N","0.7","1",""
"58444","","Separable Lean","","N","80.2","1",""
"58445","","Skin and separable fat","","Y","34.4","1",""
"58446","","Total gram weight","","N","180.0","1",""
"58447","","Edible portion","","N","113.0","1",""
"58448","","Bone and cartilage","","Y","31.2","1",""
"58449","","Handling loss","","N","1.7","1",""
"58450","","Separable Lean","","N","113.0","1",""
"58451","","Skin and separable fat","","Y","16.0","1",""
"58452","","Total gram weight","","N","117.0","1",""
"58453","","Edible portion","","N","82.9","1",""
"58454","","Bone and cartilage","","Y","17.5","1",""
"58455","","Handling loss","","N","0.5","1",""
"58456","","Separable Lean","","N","82.9","1",""
"58457","","Skin and separable fat","","Y","20.2","1",""
"58458","","Total gram weight","","N","138.0","1",""
"58459","","Edible portion","","N","90.7","1",""
"58460","","Bone and cartilage","","Y","25.6","1",""
"58461","","Handling loss","","N","1.7","1",""
"58462","","Separable Lean","","N","90.7","1",""
"58463","","Skin and separable fat","","Y","22.3","1",""
"58464","","Total gram weight","","N","178.0","1",""
"58465","","Edible portion","","N","122.0","1",""
"58466","","Bone and cartilage","","Y","30.2","1",""
"58467","","Handling loss","","N","3.1","1",""
"58468","","Separable Lean","","N","122.0","1",""
"58469","","Skin and separable fat","","Y","18.9","1",""
"58470","","Total gram weight","","N","124.0","1",""
"58471","","Edible portion","","N","85.7","1",""
"58472","","Bone and cartilage","","Y","18.2","1",""
"58473","","Handling loss","","N","1.6","1",""
"58474","","Separable Lean","","N","85.7","1",""
"58475","","Skin and separable fat","","Y","17.5","1",""
"58476","","Total gram weight","","N","120.0","1",""
"58477","","Edible portion","","N","85.8","1",""
"58478","","Bone and cartilage","","Y","16.2","1",""
"58479","","Handling loss","","N","0.4","1",""
"58480","","Separable Lean","","N","85.8","1",""
"58481","","Skin and separable fat","","Y","19.7","1",""
"58482","","Total gram weight","","N","135.0","1",""
"58483","","Edible portion","","N","92.0","1",""
"58484","","Bone and cartilage","","Y","22.4","1",""
"58485","","Separable Lean","","N","92.0","1",""
"58486","","Handling loss","","N","1.2","1",""
"58487","","Skin and separable fat","","Y","24.3","1",""
"58488","","Total gram weight","","N","151.0","1",""
"58489","","Edible portion","","N","93.7","1",""
"58490","","Bone and cartilage","","Y","28.4","1",""
"58491","","Separable Lean","","N","93.7","1",""
"58492","","Handling loss","","N","4.8","1",""
"58493","","Skin and separable fat","","Y","20.8","1",""
"58494","","Total gram weight","","N","104.0","1",""
"58495","","Edible portion","","N","62.1","1",""
"58496","","Bone and cartilage","","Y","19.2","1",""
"58497","","Separable Lean","","N","62.1","1",""
"58498","","Handling loss","","N","1.4","1",""
"58499","","Skin and separable fat","","Y","27.3","1",""
"58500","","Total gram weight","","N","137.0","1",""
"58501","","Edible portion","","N","88.1","1",""
"58502","","Bone and cartilage","","Y","20.2","1",""
"58503","","Separable Lean","","N","88.1","1",""
"58504","","Handling loss","","N","1.1","1",""
"58505","","Skin and separable fat","","Y","31.4","1",""
"58506","","Total gram weight","","N","148.0","1",""
"58507","","Edible portion","","N","81.8","1",""
"58508","","Bone and cartilage","","Y","32.8","1",""
"58509","","Separable Lean","","N","81.8","1",""
"58510","","Handling loss","","N","2.5","1",""
"58511","","Skin and separable fat","","Y","17.3","1",""
"58512","","Total gram weight","","N","149.0","1",""
"58513","","Edible portion","","N","105.0","1",""
"58514","","Bone and cartilage","","Y","25.7","1",""
"58515","","Separable Lean","","N","105.0","1",""
"58516","","Handling loss","","N","1.3","1",""
"58517","","Skin and separable fat","","Y","23.6","1",""
"58518","","Total gram weight","","N","150.0","1",""
"58519","","Edible portion","","N","101.0","1",""
"58520","","Bone and cartilage","","Y","23.3","1",""
"58521","","Separable Lean","","N","101.0","1",""
"58522","","Handling loss","","N","1.6","1",""
"58523","","Skin and separable fat","","Y","30.0","1",""
"58524","","Total gram weight","","N","151.0","1",""
"58525","","Edible portion","","N","97.1","1",""
"58526","","Bone and cartilage","","Y","23.0","1",""
"58527","","Separable Lean","","N","97.1","1",""
"58528","","Handling loss","","N","0.8","1",""
"58529","","Skin and separable fat","","Y","21.0","1",""
"58530","","Total gram weight","","N","109.0","1",""
"58531","","Edible portion","","N","67.8","1",""
"58532","","Bone and cartilage","","Y","17.1","1",""
"58533","","Separable Lean","","N","67.8","1",""
"58534","","Handling loss","","N","2.8","1",""
"58535","","Skin and separable fat","","Y","24.8","1",""
"58536","","Total gram weight","","N","154.0","1",""
"58537","","Edible portion","","N","98.4","1",""
"58538","","Bone and cartilage","","Y","28.6","1",""
"58539","","Handling loss","","N","2.1","1",""
"58540","","Separable Lean","","N","98.4","1",""
"58541","","Skin and separable fat","","Y","23.6","1",""
"58542","","Total gram weight","","N","132.0","1",""
"58543","","Edible portion","","N","82.7","1",""
"58544","","Bone and cartilage","","Y","24.7","1",""
"58545","","Separable Lean","","N","82.7","1",""
"58546","","Handling loss","","N","0.6","1",""
"58547","","Skin and separable fat","","Y","13.6","1",""
"58548","","Total gram weight","","N","103.0","1",""
"58549","","Edible portion","","N","71.2","1",""
"58550","","Bone and cartilage","","Y","16.9","1",""
"58551","","Handling loss","","N","1.5","1",""
"58552","","Separable Lean","","N","71.2","1",""
"58553","","Skin and separable fat","","Y","13.7","1",""
"58554","","Total gram weight","","N","97.0","1",""
"58555","","Edible portion","","N","69.5","1",""
"58556","","Bone and cartilage","","Y","12.8","1",""
"58557","","Handling loss","","N","1.0","1",""
"58558","","Separable Lean","","N","69.5","1",""
"58559","","Skin and separable fat","","Y","24.3","1",""
"58560","","Total gram weight","","N","135.0","1",""
"58561","","Edible portion","","N","79.9","1",""
"58562","","Bone and cartilage","","Y","29.0","1",""
"58563","","Separable Lean","","N","79.9","1",""
"58564","","Handling loss","","N","1.7","1",""
"58565","","Skin and separable fat","","Y","19.9","1",""
"58566","","Total gram weight","","N","117.0","1",""
"58567","","Edible portion","","N","68.5","1",""
"58568","","Bone and cartilage","","Y","27.6","1",""
"58569","","Separable Lean","","N","68.5","1",""
"58570","","Handling loss","","N","1.4","1",""
"58571","","Skin and separable fat","","Y","19.0","1",""
"58572","","Total gram weight","","N","138.0","1",""
"58573","","Edible portion","","N","97.4","1",""
"58574","","Bone and cartilage","","Y","20.7","1",""
"58575","","Separable Lean","","N","97.4","1",""
"58576","","Handling loss","","N","1.3","1",""
"58577","","Skin and separable fat","","Y","24.5","1",""
"58578","","Total gram weight","","N","158.0","1",""
"58579","","Edible portion","","N","106.0","1",""
"58580","","Bone and cartilage","","Y","25.0","1",""
"58581","","Separable Lean","","N","106.0","1",""
"58582","","Handling loss","","N","2.1","1",""
"58583","","Skin and separable fat","","Y","24.2","1",""
"58584","","Total gram weight","","N","111.0","1",""
"58585","","Edible portion","","N","71.3","1",""
"58586","","Bone and cartilage","","Y","13.7","1",""
"58587","","Separable Lean","","N","71.3","1",""
"58588","","Handling loss","","N","1.7","1",""
"58589","","Skin and separable fat","","Y","18.2","1",""
"58590","","Total gram weight","","N","98.1","1",""
"58591","","Edible portion","","N","64.4","1",""
"58592","","Bone and cartilage","","Y","11.3","1",""
"58593","","Separable Lean","","N","64.4","1",""
"58594","","Handling loss","","N","4.2","1",""
"58595","","Skin and separable fat","","Y","23.2","1",""
"58596","","Total gram weight","","N","141.0","1",""
"58597","","Edible portion","","N","95.7","1",""
"58598","","Bone and cartilage","","Y","20.8","1",""
"58599","","Separable Lean","","N","95.7","1",""
"58600","","Handling loss","","N","1.6","1",""
"58601","","Skin and separable fat","","Y","37.1","1",""
"58602","","Total gram weight","","N","156.0","1",""
"58603","","Edible portion","","N","90.1","1",""
"58604","","Bone and cartilage","","Y","27.2","1",""
"58605","","Handling loss","","N","1.5","1",""
"58606","","Separable Lean","","N","90.1","1",""
"58607","","Skin and separable fat","","Y","15.7","1",""
"58608","","Total gram weight","","N","104.0","1",""
"58609","","Edible portion","","N","62.7","1",""
"58610","","Bone and cartilage","","Y","24.4","1",""
"58611","","Separable Lean","","N","62.7","1",""
"58612","","Handling loss","","N","1.5","1",""
"58613","","Skin and separable fat","","Y","16.4","1",""
"58614","","Total gram weight","","N","85.7","1",""
"58615","","Edible portion","","N","52.9","1",""
"58616","","Bone and cartilage","","Y","14.8","1",""
"58617","","Separable Lean","","N","52.9","1",""
"58618","","Handling loss","","N","1.6","1",""
"58619","","Skin and separable fat","","Y","25.2","1",""
"58620","","Total gram weight","","N","164.0","1",""
"58621","","Edible portion","","N","123.0","1",""
"58622","","Bone and cartilage","","Y","14.0","1",""
"58623","","Handling loss","","N","1.4","1",""
"58624","","Separable Lean","","N","123.0","1",""
"58625","","Skin and separable fat","","Y","24.7","1",""
"58626","","Total gram weight","","N","110.0","1",""
"58627","","Edible portion","","N","72.4","1",""
"58628","","Bone and cartilage","","Y","11.1","1",""
"58629","","Handling loss","","N","1.4","1",""
"58630","","Separable Lean","","N","72.4","1",""
"58631","","Skin and separable fat","","Y","17.6","1",""
"58632","","Total gram weight","","N","140.0","1",""
"58633","","Edible portion","","N","101.0","1",""
"58634","","Bone and cartilage","","Y","20.3","1",""
"58635","","Separable Lean","","N","101.0","1",""
"58636","","Handling loss","","N","1.5","1",""
"58637","","Skin and separable fat","","Y","25.5","1",""
"58638","","Total gram weight","","N","160.0","1",""
"58639","","Edible portion","","N","113.0","1",""
"58640","","Bone and cartilage","","Y","19.9","1",""
"58641","","Separable Lean","","N","113.0","1",""
"58642","","Handling loss","","N","1.6","1",""
"58643","","Skin and separable fat","","Y","22.3","1",""
